"","address","lat","lon","para","name","addr","LATITUDE","LONGITUDE","matched","Errors"
"267","9th & G St NW",38.8984427,-77.0239748,"0x89b7b791bd3e7163:0x5e7cdfa2bea49bed","9th St NW & G St NW","Washington, DC 20001",38.898097,-77.023924,TRUE,38.6906518632197
"268","9th & Ingraham St NW",38.9541456,-77.025662,"0x89b7c86f1c8c631f:0xbab8fed243e21ad7","Ingraham St NW & 9th St NW","Washington, DC 20011",38.953663,-77.025613,TRUE,53.82968645877
"269","9th & N St NW",38.9072504,-77.0239709,"0x89b7b7ed08bfa207:0x5dc5be928ebcdfe7","9th St NW & N St NW","Washington, DC 20001",38.9072504,-77.0239709,FALSE,0
"270","9th & Upshur St NW",38.9418892,-77.0250679,"0x89b7c813cc14b437:0xce6d468112d36c49","9th St NW & Upshur St NW","Washington, DC 20011",38.9418,-77.0251,TRUE,10.2997868046702
"271","9th St & Pennsylvania Ave NW",38.8937098,-77.0236513,"0x89b7b79a96b9f579:0x38ba7525395db6a8","9th St NW & Pennsylvania Avenue NW","Washington, DC 20408",38.89428,-77.023979,TRUE,69.4571865771183
"272","Adams Mill & Columbia Rd NW",38.9226755,-77.0426693,"0x89b7b7d987013e87:0xdef23562ba1df3a2","Columbia Rd NW & Adams Mill Rd NW","Washington, DC 20009",38.922849,-77.042525,TRUE,22.978792259946
"273","Alabama & MLK Ave SE",38.844858,-76.988086,"0x89b7b9f35a83ec09:0xd2eb5fb14955a49f","Alabama Av SE & 13 St SE","Washington, DC 20032",38.84323,-76.999376,TRUE,994.385105586512
"274","Alabama Ave & Stanton Rd SE / Shops at Park Village",38.8462811,-76.9806336,"0x89b7b98e85279873:0x2e10fab2ec03011e","The Shops at Park Village","3303 Stanton Rd SE, Washington, DC 20020",38.84627,-76.98185,TRUE,105.350056150197
"275","American University East Campus",38.9352098,-77.0866444,"0x89b7c9e3b84ce311:0x88ddc381d14e6362","American University East Campus","3319-3395 New Mexico Ave NW, Washington, DC 20016",38.936298,-77.087128,TRUE,128.027919228716
"276","Amherst Ave & Elkins St",39.044928,-77.047993,"0x89b7cf04359d824f:0x4e7a9184b5f09486","Amherst Ave & Elkins St","Wheaton-Glenmont, MD 20902",39.044887,-77.047788,TRUE,18.2813455977878
"277","Amherst Ave & Prichard Rd",39.0364931,-77.0483742,"0x89b7cf1bd04d0073:0x8bf38d535a0c52f3","Amherst Ave & Prichard Rd","Wheaton-Glenmont, MD 20902",39.035965,-77.048395,TRUE,58.749514897686
"278","Anacostia Ave & Benning Rd NE / River Terrace",38.8970099,-76.9603188,"0x89b7b8f4c661d801:0x5533155918b51f6c","Benning Rd NE & Anacostia Ave NE","Washington, DC 20019",38.8970099,-76.9603188,FALSE,0
"279","Anacostia Ave & East Capitol St NE",38.8899571,-76.9611409,"0x89b7b8f70175b72d:0x17a7aa768b3bc74","Anacostia Ave NE & East Capitol St NE","Washington, DC 20019",38.890461,-76.96128,TRUE,57.3098790320004
"280","Anacostia Library",38.8659816,-76.9785363,"0x89b7b9bba666fc29:0x863c58789d197f20","Anacostia Neighborhood Library","1800 Marion Barry Ave SE, Washington, DC 20020",38.865784,-76.9784,TRUE,24.940498854844
"281","Anacostia Metro",38.862194,-76.995209,"0x89b7b9c25cb885db:0x721a57ae6ea27f14","Anacostia","1101 Howard Rd SE, Washington, DC 20020",38.862674,-76.994402,TRUE,87.9251915870941
"282","Anacostia Park",38.8675262,-76.9952962,"0x89b7b854b1a85309:0x4e4167b48ccb9373","Anacostia Park","1900 Anacostia Dr, Washington, DC 20020",38.873308,-76.983363,TRUE,1216.80053348016
"283","Anacostia Roller Skating Pavilion",38.8779921,-76.9699829,"0x89b7b9ab5134afe3:0xc9af44ac449a1e8c","Anacostia Park Roller Skating Pavillion","1500 Anacostia Dr, Washington, DC 20020",38.878771,-76.97093,TRUE,119.258525941511
"284","Anacostia Roller Skating Pavillion",38.8779921,-76.9699829,"0x89b7b9ab5134afe3:0xc9af44ac449a1e8c","Anacostia Park Roller Skating Pavillion","1500 Anacostia Dr, Washington, DC 20020",38.8779921,-76.9699829,FALSE,0
"285","Arizona & McArthur NW",38.9273368,-77.1041478,"0x89b7b5fda2b7fb77:0x8d7800a761d1f33d","Arizona Ave NW & MacArthur Blvd NW","Washington, DC 20016",38.9273368,-77.1041478,FALSE,0
"286","Arizona Ave & MacArthur Blvd NW",38.9273368,-77.1041478,"0x89b7b5fda2b7fb77:0x8d7800a761d1f33d","Arizona Ave NW & MacArthur Blvd NW","Washington, DC 20016",38.927294,-77.103662,TRUE,42.2919750316167
"287","Arlington Blvd & Allen St",38.8661814,-77.2002423,"0x89b64b54281f5653:0x60fc827f94bb0067","Arlington Blvd & Allen St","West Falls Church, VA 22042",38.866361,-77.199788,TRUE,44.1118339947819
"288","Arlington Blvd & Fairfax Dr",38.886121,-77.0843519,"0x89b7b68bf7a36b0f:0x1157297aee4b27ea","Fairfax Dr & Arlington Blvd Trail","Arlington, VA 22201",38.886256,-77.084262,TRUE,16.9081652914842
"289","Arlington Blvd & Fillmore St",38.8734152,-77.0893872,"0x89b7b697a1985afd:0x472d807202dbeb3e","Arlington Blvd & S Fillmore St","Arlington, VA 22201",38.873755,-77.089233,TRUE,40.0727719365472
"290","Arlington Blvd & Ft Myer Dr",38.8910007,-77.075003,"0x89b7b65f424ba753:0x93294f830556994d","Arlington Blvd & Fort Myer Dr","Arlington, VA 22209",38.890863,-77.074893,TRUE,18.0299330798058
"291","Arlington Blvd & N Queen St",38.8895149,-77.0776486,"0x89b7b6f56ecf493d:0xd559c4d7de0bc5b3","Arlington Blvd & N Queen St","Arlington, VA 22209",38.8895149,-77.0776486,FALSE,0
"292","Arlington Blvd & S George Mason Dr",38.86874,-77.1069195,"0x89b7b41ebd1186bb:0xd340d9404c73285b","S George Mason Dr & Arlington Blvd","Arlington, VA 22204",38.869442,-77.104503,TRUE,223.29512361506
"293","Arlington Blvd & S George Mason Dr/NFATC",38.8677749,-77.1017128,"0x89b7b6a0af075b3f:0x85a002b7c5a618fe","NFATC","4000 Arlington Blvd, Arlington, VA 22204",38.8677749,-77.1017128,FALSE,0
"294","Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St",38.856326,-77.1121453,"0x89b7b406feccb27b:0xe030e2ffb0b064eb","Arlington Mill Community Center","909 S Dinwiddie St, Arlington, VA 22204",38.856319,-77.11153,TRUE,53.2844473850214
"295","Arlington National Cemetery",38.8768684,-77.0707857,"0x89b7b6effa3a9e4d:0x2e88f076d9242a6d","Arlington National Cemetery","Arlington, VA",38.884533,-77.065803,TRUE,955.184665132108
"296","Army Navy Dr & Fern St",38.8651107,-77.0565935,"0x89b7b6df811f1497:0x12ef47e079645b6f","Army Navy Dr & S Fern St","Arlington, VA 22202",38.864838,-77.056873,TRUE,38.7951528521589
"297","Army Navy Dr & S Joyce St",38.8658466,-77.0628575,"0x89b7b6ddd1160231:0x2c424bf73a04239a","Army Navy Dr & S Joyce St","Arlington, VA 22202",38.8658466,-77.0628575,FALSE,0
"298","Army Navy Dr & S Nash St",38.8617566,-77.0680742,"0x89b7b6db2d1542a3:0x7eea10aad2e14315","S Nash St & Army Navy Dr","Arlington, VA 22202",38.86215,-77.068121,TRUE,43.9313589579123
"299","Aurora Hills Cmty Ctr / 18th St & S Hayes St",38.8576489,-77.0592444,"0x89b7b6d82a7e5c23:0xbb87b7bbeeaf0f0b","Aurora Hills Library","735 18th St S, Arlington, VA 22202",38.857866,-77.05949,TRUE,32.1714881133609
"300","Aurora Hills Community Ctr/18th & Hayes St",38.8576489,-77.0592444,"0x89b7b6d82a7e5c23:0xbb87b7bbeeaf0f0b","Aurora Hills Library","735 18th St S, Arlington, VA 22202",38.8576489,-77.0592444,FALSE,0
"301","Ballenger Ave & Dulaney St",38.8026771,-77.063562,"0x89b7b1a94018e145:0x161dadc1cc109841","Capital Bikeshare: Ballenger Ave & Dulaney St","Alexandria, VA 22314",38.802677,-77.063562,TRUE,0.0111194917181701
"302","Ballston Metro / N Stuart & 9th St N",38.8819855,-77.111419,"0x89b7b4250609e53b:0x28eb804b1bb2ab4a","Ballston-MU","4230 Fairfax Dr, Arlington, VA 22201",38.8819855,-77.111419,FALSE,0
"303","Ballston Metro / Stuart St & 9th St N",38.8819855,-77.111419,"0x89b7b4250609e53b:0x28eb804b1bb2ab4a","Ballston-MU","4230 Fairfax Dr, Arlington, VA 22201",38.881044,-77.111768,TRUE,108.961436676842
"304","Baltimore Ave & Jefferson St",38.9553411,-76.9402597,"0x89b7c7203bc98327:0x7a53ba96938a3716","Baltimore Ave & Jefferson St","Hyattsville, MD 20781",38.95548,-76.940133,TRUE,18.9360306581951
"305","Baltimore Ave & Van Buren St / Riverdale Park Station",38.961834,-76.93962,"0x89b7c6de747c88b1:0x975881d2e61b4729","Baltimore Av & Riverdale Rd","Riverdale Park, MD 20737",38.969581,-76.937349,TRUE,883.51975213985
"306","Baltimore Avenue and Hotel Drive at UMD",38.986766,-76.9362484,"0x89b7c6bcba97e38d:0x424bf9d915b4f797","Baltimore Ave & Hotel Dr","College Park, MD 20742",38.986639,-76.936073,TRUE,20.7183279746003
"307","Barcroft Community Center",38.8505519,-77.1017639,"0x89b7b15566bf88b7:0xca9162395c22874b","Barcroft Community Center","4200 S Four Mile Run Dr, Arlington, VA 22206",38.850337,-77.100989,TRUE,71.2317549453025
"308","Baron Cameron Ave & North Hampton Ave",38.9662363,-77.3591083,"0x89b637e11735cb75:0xba1af00c3e17cf5a","Baron Cameron Ave & N Hampton Ave","Reston, VA 20194",38.966344,-77.359341,TRUE,23.4128644918478
"309","Barton St & 10th St N",38.8845526,-77.0877313,"0x89b7b68ee3635d0d:0x82d3a8a70822a561","10th St N & N Barton St","Arlington, VA 22201",38.884961,-77.08777,TRUE,45.5353806263726
"310","Battery Ln & Trolley Trail",38.9924359,-77.1000096,"0x89b7c961af502e81:0xfa7c3ae8fb7ce94f","Battery Ln & The Bethesda Trolley Trail","Bethesda, MD 20814",38.992375,-77.100104,TRUE,10.6026757951666
"311","Becontree Ln & Goldenrain Ct",38.9680024,-77.3297986,"0x89b6362d08e409e5:0xed472c00af23976a","Goldenrain Ct & Becontree Ln","Reston, VA 20190",38.966848,-77.329282,TRUE,135.911353643855
"312","Beech Dr at Draper Dr Park",38.8665937,-77.2812427,"0x89b64c03fc4e6959:0x5c17960e86ae924a","Draper Dr & Beech Dr","Fairfax, VA 22031",38.866659,-77.282077,TRUE,72.595519114387
"313","Benning Branch Library",38.8943052,-76.9478384,"0x89b7b8ec8f50d2bd:0x373cce8fbc63dd29","Dorothy I. Height/Benning Neighborhood Library","3935 Benning Rd NE, Washington, DC 20019",38.894,-76.947974,TRUE,35.9084568756223
"314","Benning Rd & East Capitol St NE / Benning Rd Metro",38.890202,-76.937901,"0x89b7b8c3d7c39ea9:0x6f9d8ad392413910","Benning Rd NE & E Capitol St NE","Washington, DC 20019",38.889935,-76.93723,TRUE,65.2231301357743
"315","Bethesda Ave & Arlington Rd",38.9808457,-77.0984116,"0x89b7c97c3c5bfb45:0x63d19e04cd637c18","Arlington Rd & Bethesda Ave","Bethesda, MD 20814",38.981103,-77.097426,TRUE,89.8690259697654
"316","Bethesda Metro",38.985158,-77.0957796,"0x89b7c97caa712301:0xcc06c1039c537b6e","Bethesda Metro Center","Bethesda, MD 20814",38.985158,-77.0957796,FALSE,0
"317","Bethesda Metro / Wisconsin Ave & Old Georgetown Rd",38.9841959,-77.094104,"0x89b7c97b2beca0ef:0xf0c46a6fe31e4a34","Bethesda","7450 Wisconsin Ave, Bethesda, MD 20814",38.984691,-77.094537,TRUE,66.5693554618506
"318","Bladensburg Rd & Benning Rd NE",38.9000615,-76.9834502,"0x89b7b841d9f72541:0x258ad70ac8a7350d","Benning Rd NE & Bladensburg Rd NE","Washington, DC 20002",38.900413,-76.982872,TRUE,63.4915306792892
"319","Bladensburg Waterfront Park",38.9377957,-76.939375,"0x89b7c74066dda7b3:0xb4ed947ae86da71d","Bladensburg Waterfront Park","4601 Annapolis Rd, Bladensburg, MD 20710",38.934324,-76.938248,TRUE,398.15220121458
"320","Blenheim Blvd & North St",38.8465656,-77.3036481,"0x89b64e917e078131:0x401cb67ed386c65b","Blenheim Blvd & North St","Fairfax, VA 22030",38.846972,-77.303349,TRUE,52.0868691500305
"321","Blueridge Ave & Elkin St",39.0430058,-77.0499786,"0x89b7cf049a78d953:0x18be322c2b913cc5","Blueridge Ave & Elkin St","Wheaton-Glenmont, MD 20902",39.04313,-77.05006,TRUE,15.4966616148588
"322","Blueridge Ave & Elkins St",38.908882,-76.9365333,"0x89b7b7e72390b345:0x3f200db22ff75746","Blueridge of DC","1421 Kenilworth Avenue Northeast suite 201, Washington, DC 20019",38.908882,-76.9365333,FALSE,0
"323","Bowdoin Ave & Calvert Rd/ College Park Metro",38.9782182,-76.9290701,"0x89b7c6b78ff04115:0xd42b0dda99b361c6","Calvert Rd & Bowdoin Ave","College Park, MD 20740",38.9782182,-76.9290701,FALSE,0
"324","Bowdoin Ave & Calvert Rd/ College Park Station",38.9361523,-77.0589991,"0x89b7c9d30d5e6583:0xa893734d5dbef63c","Cleveland Park","3599 Connecticut Ave NW, Washington, DC 20008",38.978103,-76.928879,TRUE,12179.7635689039
"325","Braddock Rd Metro",38.8140201,-77.0537762,"0x89b7b0fce23a7425:0x796348b4eff040d4","Braddock Road","700 N West St, Alexandria, VA 22301",38.8140201,-77.0537762,FALSE,0
"326","Braddock Rd Metro North",38.8140201,-77.0537762,"0x89b7b0fce23a7425:0x796348b4eff040d4","Braddock Road","700 N West St, Alexandria, VA 22301",38.814577,-77.052808,TRUE,104.266362222145
"327","Braddock Rd Metro South",38.8140201,-77.0537762,"0x89b7b0fd1c51c1fb:0x6dfd11e43bea3a1f","Braddock Road Metro Station","Alexandria, VA 22314",38.813474,-77.053734,TRUE,60.8335256310317
"328","Branch & Pennsylvania Ave SE",38.8726445,-76.954224,"0x89b7b903dfa8df9f:0xed907d533a6f7792","Penn Branch","Washington, DC",38.8692,-76.9599,TRUE,623.020821421914
"329","Briggs Chaney & Castle Dr",39.0809615,-76.9461995,"0x89b7db34b25ce11b:0xbc58e207da82b3a1","Briggs Chaney Rd & Castle Blvd","Fairland, MD 20904",39.081638,-76.945495,TRUE,96.7279992416212
"330","Briggs Chaney Park & Ride",39.0779876,-76.9419021,"0x89b7c4caf340d73f:0x6fa9a97c2a735aa4","Briggs Chaney Park and Ride","Gateshead Manor Way, Silver Spring, MD 20904",39.077875,-76.941867,TRUE,12.8819214835964
"331","Broad Branch Rd & Northampton St NW",38.9658254,-77.0684212,"0x89b7c9a5fa437245:0x99a8604dda75a6c","Broad Branch Rd NW & Northampton St NW","Washington, DC 20015",38.965775,-77.068626,TRUE,18.5720127717545
"332","Broadbranch & Northampton NW",38.9658254,-77.0684212,"0x89b7c9a5fa437245:0x99a8604dda75a6c","Broad Branch Rd NW & Northampton St NW","Washington, DC 20015",38.9658254,-77.0684212,FALSE,0
"333","Broschart & Blackwell Rd",39.101814,-77.2003867,"0x89b632ae81d2c98d:0x781936cf2b87b610","Blackwell Rd & Broschart Rd","Maryland 20850",39.101814,-77.2003867,FALSE,0
"334","C & O Canal & Wisconsin Ave NW",38.9322207,-77.0726008,"0x89b7c9df45c159ad:0x45d4e735fa5b89c3","Wisconsin Ave NW",NA,38.9322207,-77.0726008,FALSE,0
"335","California St & Florida Ave NW",38.9178102,-77.0404021,"0x89b7b7db4659be63:0x69358b91c1ec4c29","Florida Ave NW & California St NW","Washington, DC 20009",38.917761,-77.04062,TRUE,19.6293951166783
"336","Calvert & Biltmore St NW",38.9232743,-77.0473761,"0x89b7b7d72c237ebf:0x3c9af6743f38ddaf","Biltmore St NW & Calvert St NW","Washington, DC 20009",38.923203,-77.047637,TRUE,23.9220119073009
"337","Calvert St & Woodley Pl NW",38.9234904,-77.0503646,"0x89b7b7d6ab82fe8b:0x7a036db94e03882c","Woodley Pl NW & Calvert St NW","Washington, DC 20008",38.923583,-77.050046,TRUE,29.4220059928643
"338","Campus Commons",38.9841364,-76.9323413,"0x89b7c6973c5f6443:0xf00ec261b039a31a","Campus Dr","Maryland",38.9841364,-76.9323413,FALSE,0
"339","Capitol Ave & Kendall St NE",38.9110848,-76.9858171,"0x89b7b8729f0e1bfd:0xf8be289d4edcafe0","Kendall St NE & Capitol Ave NE","Washington, DC 20002",38.910993,-76.985854,TRUE,10.6953449037037
"340","Capitol Heights Metro",38.8892519,-76.9132115,"0x89b7bf343230e03d:0x680dfec177251977","Capitol Heights","133 Central Ave, Capitol Heights, MD 20743",38.888524,-76.913188,TRUE,80.9643386366958
"341","Carlin Springs Rd & N Thomas St",38.8768456,-77.1128898,"0x89b7b423239ca0b9:0x2cf0109253f3e733","N Thomas St & N Carlin Springs Rd","Arlington, VA 22203",38.876695,-77.112982,TRUE,18.550689152275
"342","Carroll & Ethan Allen Ave",38.9780476,-77.0061104,"0x89b7c62692b80a41:0xe381856aec89465e","Ethan Allen Ave & Carroll Ave","Takoma Park, MD 20912",38.977933,-77.006472,TRUE,33.7549901511097
"343","Carroll & Westmoreland Ave",38.975049,-77.0116688,"0x89b7c882b6666f4b:0x6258726886c021b4","Westmoreland Ave & Carroll Ave","Takoma Park, MD 20912",38.975,-77.01121,TRUE,40.0335560474234
"344","Castle Blvd & Castle Ln",39.0854599,-76.9403978,"0x89b7db3609be8a97:0x689022dec988fe40","Castle Blvd","Fairland, MD 20904",39.085314,-76.940547,TRUE,20.7129597434298
"345","Central Library / N Quincy St & 10th St N",38.8838794,-77.1074363,"0x89b7b428af5f42b5:0x7c6cb43d97994957","Central Library","1015 N Quincy St, Arlington, VA 22201",38.8838794,-77.1074363,FALSE,0
"346","Central Library / Quincy St & 10th St N",38.8838794,-77.1074363,"0x89b7b428af5f42b5:0x7c6cb43d97994957","Central Library","1015 N Quincy St, Arlington, VA 22201",38.88397,-77.10783,TRUE,35.5351476342671
"347","Chain Bridge Rd & Anderson Rd",38.9257824,-77.2044918,"0x89b64ab7e9d42f69:0x6cab51a54ae7428b","Anderson Rd & Chain Bridge Rd","Tysons, VA 22102",38.925572,-77.204762,TRUE,33.0707997403451
"348","Charles Arrington Dr & Manchester Lakes Dr",38.7666289,-77.1499864,"0x89b7ad7842a4e351:0x2ea32b044ea0f54b","Charles Arrington Dr & Manchester Lakes Dr","Franconia, VA 22310",38.7666289,-77.1499864,FALSE,0
"349","Chillum Rd & Riggs Rd / Riggs Plaza",38.9610245,-76.9950639,"0x89b7c7ead236fe9d:0xfcabc9ded52d43ae","Riggs Plaza","5815 Eastern Ave NE, Chillum, MD 20782",38.961737,-76.995922,TRUE,108.542188496132
"350","Citadel Ave & McGrath Blvd",39.048637,-77.1082468,"0x89b7cc2f4cd2ddd3:0x2527baa21dd3e02e","McGrath Blvd & Citadel Ave","North Bethesda, MD 20852",39.049,-77.10933,TRUE,101.876994071257
"351","Clarendon Blvd & N Fillmore St",38.8879072,-77.0931344,"0x89b7b6865cc07a2d:0x3d40cb0e1b53add7","Clarendon Blvd & N Fillmore St","Arlington, VA 22201",38.8881,-77.09308,TRUE,21.9493317407767
"352","Clarendon Blvd & Pierce St",38.893457,-77.0765764,"0x89b7b65ef80e990f:0xa65f935a06e23041","N Pierce St & Clarendon Blvd","Arlington, VA 22209",38.893438,-77.076389,TRUE,16.3554991416441
"353","Clarendon Metro / Wilson Blvd & N Highland St",38.8871034,-77.0952151,"0x89b7b6842021c159:0x34b24a8673cb825","Clarendon","3100 Wilson Blvd, Arlington, VA 22201",38.88701,-77.095257,TRUE,11.0005757341991
"354","Clark St & 26th St S",38.8503052,-77.0519845,"0x89b7b72beada92bf:0x867963782a9bf77c","26th St S & S Clark St","Arlington, VA 22202",38.850688,-77.05152,TRUE,58.5645725630039
"355","Colorado Ave & Longfellow St NW",38.9572824,-77.0323843,"0x89b7c867e2184a4b:0xf11e170870568a8c","Longfellow St NW & Colorado Ave NW","Washington, DC 20011",38.957212,-77.032707,TRUE,28.9801521078922
"356","Columbia & Ontario Rd NW",38.9243703,-77.0401585,"0x89b7b7d9243ca71b:0x63820c15c6f2ab34","Ontario Rd NW & Columbia Rd NW","Washington, DC 20009",38.924088,-77.040787,TRUE,62.780745398188
"357","Columbia Pike & George Mason Dr",38.8588048,-77.1012567,"0x89b7b6a9c6eca1c1:0x43a0fc1f454f3e5e","S George Mason Dr & Columbia Pike","Arlington, VA 22204",38.8588048,-77.1012567,FALSE,0
"358","Columbia Pike & Monroe St",38.8607754,-77.0939331,"0x89b7b6af78052bb3:0x2f09037a0a7bd4e6","S Monroe St & Columbia Pike","Arlington, VA 22204",38.860344,-77.093672,TRUE,53.0298119401346
"359","Columbia Pike & S Courthouse Rd",38.8642776,-77.080339,"0x89b7b6b8ba8c5e95:0xec020096d2c4621f","S Courthouse Rd & Columbia Pike","Arlington, VA 22204",38.863833,-77.080319,TRUE,49.4675811182282
"360","Columbia Pike & S Dinwiddie St / Arlington Mill Community Center",38.856326,-77.1121453,"0x89b7b406feccb27b:0xe030e2ffb0b064eb","Arlington Mill Community Center","909 S Dinwiddie St, Arlington, VA 22204",38.856326,-77.1121453,FALSE,0
"361","Columbia Pike & S George Mason Dr",38.8588048,-77.1012567,"0x89b7b6a9c6eca1c1:0x43a0fc1f454f3e5e","S George Mason Dr & Columbia Pike","Arlington, VA 22204",38.859306,-77.102019,TRUE,86.386254688949
"362","Columbia Pike & S Greenbrier St",38.8539829,-77.1179621,"0x89b7b409ded4c7f7:0x78acd9d1f583f9a0","S Greenbrier St & Columbia Pike","Arlington, VA 22204",38.854019,-77.118106,TRUE,13.0913006697
"363","Columbia Pike & S Highland St",38.8620368,-77.0890566,"0x89b7b6ba93162a63:0x585071dd64e81c33","S Highland St & Columbia Pike","Arlington, VA 22204",38.862398,-77.089133,TRUE,40.704699094119
"364","Columbia Pike & S Oakland St",38.8603174,-77.0957122,"0x89b7b6af4750c717:0x4292922e1c215f07","S Oakland St & Columbia Pike","Arlington, VA 22204",38.8603174,-77.0957122,FALSE,0
"365","Columbia Pike & S Orme St",38.8664704,-77.0719465,"0x89b7b6c3b4639b99:0xdf0135ea4170f032","S Orme St & Columbia Pike","Arlington, VA 22204",38.867262,-77.072315,TRUE,93.6253071138288
"366","Columbia Pike & S Scott St/12th St S",38.8631674,-77.0771913,"0x89b7b6c719b97927:0xa873a45592bde713","S Scott St & 12th St S","Arlington, VA 22204",38.8631674,-77.0771913,FALSE,0
"367","Columbia Pike & S Taylor St",38.8581382,-77.1035784,"0x89b7b402172bc9f5:0xf2ef39bcace8002","S Taylor St & Columbia Pike","Arlington, VA 22204",38.8581382,-77.1035784,FALSE,0
"368","Columbia Pike & S Walter Reed Dr",38.862559,-77.0870545,"0x89b7b6ba4607b191:0x75ed5e5799d707a8","S Walter Reed Dr & Columbia Pike","Arlington, VA 22204",38.862478,-77.086599,TRUE,40.453660315065
"369","Columbia Pike & W&OD Trail",38.8564021,-77.1096359,"0x89b7b406c1fbe501:0xa0593ef149cea4ff","Washington and Old Dominion Trail & Columbia Pike","Arlington, VA 22204",38.8564021,-77.1096359,FALSE,0
"370","Columbia Rd & Belmont St NW",38.920584,-77.0439324,"0x89b7b7da65eb816d:0xe4e38d5d570bad02","Columbia Rd NW & Belmont Rd NW","Washington, DC 20009",38.920669,-77.04368,TRUE,23.793315043654
"371","Columbia Rd & Georgia Ave NW",38.9281293,-77.0230977,"0x89b7c81cdee6649d:0xe32f6c8c2be684ad","Columbia Rd NW & Georgia Ave NW","Washington, DC 20001",38.928121,-77.023795,TRUE,60.3251861154217
"372","Columbus Ave & Gramercy Blvd",38.8603417,-77.055874,"0x89b7b7277bc7c599:0xf5f43a3125fbde1c","The Gramercy","550 14th Rd S, Arlington, VA 22202",39.12333,-77.16486,TRUE,30722.4598705733
"373","Columbus Ave & Tribeca St",38.927702,-77.029566,"0x89b7c81e442095ef:0x9eacc6d176e991e6","Columbia Rd NW & 13 St NW","Washington, DC 20009",39.125828,-77.167059,TRUE,25028.151367851
"374","Columbus Circle / Union Station",38.896995,-77.006384,"0x89b7b826c687c2ef:0x9c57440760d9a221","Columbus Circle, Union Station","Washington, DC 20002",38.89696,-77.00493,TRUE,125.889873895727
"375","Commerce St & Fayette St",38.8056433,-77.0524862,"0x89b7b0ff6157bd5f:0xd853509bf835a5b2","S Fayette St & Commerce St","Alexandria, VA 22314",38.80563,-77.052925,TRUE,38.051460071351
"376","Commonwealth & E Monroe Ave",38.8200843,-77.0630249,"0x89b7b11b9043ca35:0x5ff84e51163e6884","Commonwealth Ave & E Monroe Ave","Alexandria, VA 22301",38.8200843,-77.0630249,FALSE,0
"377","Commonwealth and Reed",38.9095223,-76.9977535,"0x89b7b810899d6473:0x7779316862f730fa","Cotton & Reed","1330 5th St NE, Washington, DC 20002",38.836838,-77.057274,TRUE,9584.91322559888
"378","Commonwealth Ave & E Monroe Ave",38.8200843,-77.0630249,"0x89b7b11b9043ca35:0x5ff84e51163e6884","Commonwealth Ave & E Monroe Ave","Alexandria, VA 22301",38.820058,-77.062821,TRUE,17.9051119877962
"379","Commonwealth Ave & Oak St",38.8129075,-77.06194,"0x89b7b1038b6fcfff:0xa90b4b44eb4b0b20","Commonwealth Ave & W Oak St","Alexandria, VA 22301",38.812711,-77.061715,TRUE,29.2823312301596
"380","Congress Heights Metro",38.8453933,-76.9877861,"0x89b7b9f3496daa69:0x6b1ad301a5572e8d","Congress Heights Metro Station","Washington, DC 20020",38.844711,-76.987823,TRUE,75.9355716251784
"381","Congressional Ln & E Jefferson St",39.0622671,-77.1290293,"0x89b7cdb4e548a165:0xff8d7b92035f95ea","Congressional Ln & E Jefferson St","Rockville, MD 20852",39.06219,-77.129235,TRUE,19.7208283238376
"382","Connecticut & Nebraska Ave NW",38.9560494,-77.0704083,"0x89b7c9b98488e03f:0xd133aa6c30233031","Nebraska Ave NW & Connecticut Ave NW","Washington, DC 20008",38.955016,-77.069956,TRUE,121.382150174271
"383","Connecticut Ave & Chevy Chase Lake Dr",38.9939023,-77.0772528,"0x89b7c93fcf3d1dcf:0x2d96bf0fbc2d91e1","Connecticut Ave & Chevy Chase Lake Dr","Chevy Chase, MD 20815",38.994113,-77.076986,TRUE,32.8717295860249
"384","Connecticut Ave & Macomb St NW / Cleveland Park",38.9335214,-77.0573151,"0x89b7c9d4ba51b59b:0x3af1f6d462c0ee85","Macomb St NW & Connecticut Ave NW","Washington, DC 20008",38.933626,-77.05753,TRUE,21.9269553804203
"385","Connecticut Ave & McKinley St NW",38.9649171,-77.0755887,"0x89b7c9a3a6a30301:0x99d8c4e0a0e44342","Connecticut Ave NW & McKinley St NW","Washington, DC 20015",38.964544,-77.075135,TRUE,57.0948902452842
"386","Connecticut Ave & Newark St NW / Cleveland Park",38.9340357,-77.0576198,"0x89b7c9d4a163f43f:0xbe7b9415be7836b","Newark St NW & Connecticut Ave NW","Washington, DC 20008",38.9340357,-77.0576198,FALSE,0
"387","Connecticut Ave & Ordway St NW / Cleveland Park Metro",38.935981,-77.05889,"0x89b7c9d312be8cab:0x9bd09d420dc94e10","Connecticut Av NW & Ordway St NW","Washington, DC 20008",38.935981,-77.05889,FALSE,0
"388","Connecticut Ave & R St NW",38.9126065,-77.0450546,"0x89b7b7cf54f86559:0x41214e3f135e586e","R St NW & Connecticut Ave NW","Washington, DC 20009",38.912644,-77.04564,TRUE,50.8209231937644
"389","Connecticut Ave & Tilden St NW",38.9408988,-77.061611,"0x89b7c9cde67bb119:0x22f9efca30dabdf8","Tilden St NW & Connecticut Ave NW","Washington, DC 20008",38.941139,-77.061977,TRUE,41.4168491979084
